,SNaPs1,SNaPs2,SNaPs3,SNaPs4,ESCs1,ESCs2,ESCs3,ESCs4
ENSG00000035403,866,2312,2831,2725,6703,6869,5275,3727
ENSG00000035499,714,889,1080,1064,1085,1194,822,1055
ENSG00000035664,4,5,11,5,12,11,12,8
ENSG00000035681,68,138,167,155,206,203,160,183
ENSG00000035687,474,726,775,797,1742,1877,1249,1626
ENSG00000035720,0,0,0,0,0,0,0,0
ENSG00000035862,86,117,104,119,41,43,30,35
ENSG00000035928,468,792,954,862,881,1049,703,730
ENSG00000036054,186,372,403,370,315,364,251,331
ENSG00000036257,151,278,277,275,188,133,177,224
ENSG00000036448,14,17,9,6,2,2,4,2
ENSG00000036473,0,0,0,0,0,0,0,0
ENSG00000036530,16,25,38,24,3,7,0,0
ENSG00000036549,168,562,490,523,566,612,442,277
ENSG00000036565,4,5,4,1,0,0,0,0
ENSG00000036672,23,38,30,34,65,129,61,86
ENSG00000036828,0,0,2,0,0,6,1,3
ENSG00000037042,153,250,344,293,135,196,122,140
ENSG00000037241,246,306,336,303,254,318,258,212
ENSG00000037280,31,49,62,55,86,133,74,59
ENSG00000037474,37,70,152,125,476,607,310,186
ENSG00000037637,470,631,733,642,396,379,293,341
ENSG00000037749,141,253,229,247,128,78,132,108
ENSG00000037757,12,56,73,59,108,138,76,36
ENSG00000037897,74,78,148,100,302,375,286,293
ENSG00000037965,0,0,0,0,0,0,0,0
ENSG00000038002,146,176,174,195,119,135,84,85
ENSG00000038210,19,16,16,25,31,16,34,31
ENSG00000038219,127,187,276,277,123,96,116,112
ENSG00000038274,1502,1956,2333,2328,1321,1366,1078,1495
ENSG00000038295,12,13,8,11,8,1,8,8
ENSG00000038358,156,264,320,323,284,376,218,162
ENSG00000038382,67,147,117,139,95,98,62,72
ENSG00000038427,1850,3289,3521,3407,1563,1391,1488,1460
ENSG00000038532,124,214,202,232,178,209,125,159
ENSG00000038945,1,0,0,0,0,0,0,0
ENSG00000039068,0,0,0,0,2273,2327,1662,1382
ENSG00000039123,399,857,883,854,1243,1363,1089,1186
ENSG00000039139,9,10,19,24,12,13,7,6
ENSG00000039319,151,319,380,331,140,112,82,109
ENSG00000039523,274,396,441,437,50,82,73,60
ENSG00000039537,0,0,0,0,0,0,0,0
ENSG00000039560,216,440,567,447,562,568,368,345
ENSG00000039600,1,6,2,6,0,0,2,0
ENSG00000039650,71,174,180,188,231,286,127,131
ENSG00000039987,0,0,1,1,26,12,10,5
ENSG00000040199,53,99,48,98,56,41,69,62
ENSG00000040275,405,557,645,633,489,596,473,503
ENSG00000040341,546,895,962,986,674,766,587,629
ENSG00000040487,92,148,180,231,181,241,126,114
ENSG00000040531,156,166,208,237,145,161,179,116
ENSG00000040608,37,47,72,70,76,42,45,36
ENSG00000040633,74,93,103,106,104,121,68,73
ENSG00000040731,221,277,282,323,4,1,1,11
ENSG00000040933,64,139,131,173,124,117,119,111
ENSG00000041353,3,11,9,6,1,2,5,0
ENSG00000041357,1911,2200,2742,2714,2825,3170,2455,2821
ENSG00000041515,9,21,37,13,2,0,0,0
ENSG00000041802,276,423,521,449,905,1123,839,833
ENSG00000041880,49,42,34,47,10,1,7,5
ENSG00000041982,67,178,132,151,35,43,23,15
ENSG00000041988,221,266,356,397,176,226,161,147
ENSG00000042062,4,3,2,0,12,23,2,3
ENSG00000042088,384,647,671,635,560,689,535,622
ENSG00000042286,17,12,28,34,63,105,55,58
ENSG00000042304,0,0,0,0,0,0,0,0
ENSG00000042317,307,364,461,431,95,147,107,117
ENSG00000042429,32,102,141,150,101,153,61,78
ENSG00000042445,160,192,169,261,128,131,144,123
ENSG00000042493,6,5,8,16,365,430,273,231
ENSG00000042753,599,614,759,704,800,905,606,599
ENSG00000042781,18,21,12,8,0,0,2,0
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,2,6,0,1,0,0,3,0
ENSG00000042980,0,4,3,5,6,0,7,3
ENSG00000043039,0,0,0,0,0,0,0,0
ENSG00000043093,515,781,823,848,685,530,646,741
ENSG00000043143,3,8,11,7,64,95,74,39
ENSG00000043355,500,645,677,681,430,518,427,614
ENSG00000043462,0,0,2,1,4,8,1,4
ENSG00000043514,286,451,558,568,470,539,356,351
ENSG00000043591,2,0,4,0,2,0,2,0
ENSG00000044012,0,0,0,0,0,0,0,0
ENSG00000044090,363,727,747,810,304,325,302,190
ENSG00000044115,3074,5250,5489,5410,4881,5562,4421,4580
ENSG00000044446,63,119,135,134,224,298,195,124
ENSG00000044459,121,207,225,204,160,169,142,123
ENSG00000044524,282,501,645,554,5,3,6,15
ENSG00000044574,5918,7505,8615,8508,10324,12177,8322,8831
ENSG00000046604,127,301,353,340,985,862,842,762
ENSG00000046647,211,271,304,283,385,376,252,275
ENSG00000046651,71,118,186,157,140,146,85,82
ENSG00000046653,1737,2597,2959,2899,2404,2752,1844,2284
ENSG00000046774,0,0,0,0,0,0,0,0
ENSG00000046889,140,180,218,198,401,417,337,287
ENSG00000047056,54,124,105,123,89,153,113,68
ENSG00000047188,58,53,86,109,82,81,107,75
ENSG00000047230,397,843,825,814,727,789,688,695
ENSG00000047249,557,639,760,686,669,828,598,677
ENSG00000047315,572,1649,1929,1894,1944,2223,1853,1478
ENSG00000047346,73,97,133,137,30,32,25,14
ENSG00000047365,5,13,10,6,4,9,4,4
ENSG00000047410,1004,1288,1543,1495,1367,1372,841,952
ENSG00000047457,15,42,38,38,2,6,8,6
ENSG00000047578,57,121,170,133,104,78,89,69
ENSG00000047579,61,52,59,74,32,51,27,13
ENSG00000047597,9,10,8,8,5,4,3,2
ENSG00000047617,51,91,90,80,18,23,10,12
ENSG00000047621,63,99,147,128,115,119,80,98
ENSG00000047634,169,170,175,206,50,48,30,23
ENSG00000047644,82,149,184,158,174,248,205,177
ENSG00000047648,12,21,26,13,2,0,1,4
ENSG00000047662,4,0,0,0,0,3,2,1
ENSG00000047849,1605,2301,2515,2484,2980,3324,2529,2496
ENSG00000047932,40,93,86,141,78,84,68,59
ENSG00000047936,0,0,0,0,0,0,0,0
ENSG00000048028,88,260,333,384,974,837,643,448
ENSG00000048052,97,371,366,375,141,170,177,108
ENSG00000048140,51,83,81,99,182,183,143,97
ENSG00000048162,124,163,183,204,1223,1387,1091,1050
ENSG00000048342,140,276,316,317,118,94,94,78
ENSG00000048392,35,147,158,114,352,339,313,154
ENSG00000048405,36,76,58,55,14,12,5,8
ENSG00000048462,0,0,0,0,0,0,0,0
ENSG00000048471,103,125,105,150,69,71,44,30
ENSG00000048540,427,812,822,866,207,174,186,210
ENSG00000048544,372,525,561,547,899,918,697,786
ENSG00000048545,28,57,71,64,340,358,293,304
ENSG00000048649,950,1193,1366,1382,724,643,566,557
ENSG00000048707,74,180,188,203,230,151,131,130
ENSG00000048740,247,346,383,355,290,235,204,201
ENSG00000048828,83,132,182,186,195,233,178,178
ENSG00000048991,357,574,732,692,695,690,539,526
ENSG00000049089,10,11,24,10,6,4,1,0
ENSG00000049130,61,94,116,90,7,16,4,18
ENSG00000049167,172,223,252,232,356,349,286,375
ENSG00000049192,18,30,36,24,5,2,6,1
ENSG00000049239,215,296,316,398,90,112,81,67
ENSG00000049245,988,1221,1389,1441,847,950,793,783
ENSG00000049246,17,25,86,64,53,40,33,29
ENSG00000049247,0,0,0,0,0,0,0,0
ENSG00000049249,0,0,0,1,0,0,0,0
ENSG00000049283,2,0,0,1,12,4,4,3
ENSG00000049323,214,297,334,305,131,101,146,134
ENSG00000049449,781,2840,5195,5526,2667,2971,1603,922
ENSG00000049540,24,37,45,41,23,35,20,25
ENSG00000049541,725,745,1039,1093,1173,1305,886,907
ENSG00000049618,297,405,458,449,242,293,266,248
ENSG00000049656,76,94,104,134,161,143,103,125
ENSG00000049759,183,260,271,307,321,378,278,317
ENSG00000049768,0,0,0,1,0,2,1,0
ENSG00000049769,7,19,18,13,6,7,3,15
ENSG00000049860,70,179,287,347,501,628,385,218
ENSG00000049883,246,314,367,357,310,329,284,305
ENSG00000050030,22,45,51,58,2,8,2,3
ENSG00000050130,563,698,785,874,719,822,600,751
ENSG00000050165,94,212,293,301,209,249,145,103
ENSG00000050327,0,0,2,4,80,126,70,80
ENSG00000050344,21,28,31,56,214,162,167,199
ENSG00000050393,41,113,155,171,123,147,69,64
ENSG00000050405,277,383,478,394,680,906,630,740
ENSG00000050426,365,506,624,551,412,471,344,344
ENSG00000050438,342,586,592,698,187,216,154,155
ENSG00000050555,54,108,131,122,104,146,90,75
ENSG00000050628,1,1,7,1,2,0,0,0
ENSG00000050730,0,0,0,0,1,0,0,0
ENSG00000050748,65,70,100,96,93,92,140,150
ENSG00000050767,16,18,21,30,10,20,13,9
ENSG00000050820,32,78,94,117,220,256,154,117
ENSG00000051009,76,89,109,91,105,77,72,72
ENSG00000051108,310,408,485,498,407,500,350,353
ENSG00000051128,13,26,29,20,33,13,15,7
ENSG00000051180,77,227,339,364,688,728,401,370
ENSG00000051341,87,205,257,240,284,280,276,261
ENSG00000051382,17,49,51,76,84,102,78,61
ENSG00000051523,20,25,31,41,111,159,124,105
ENSG00000051596,1342,1546,1836,1815,2097,2567,1747,1792
ENSG00000051620,31,78,90,114,95,88,59,29
ENSG00000051825,159,323,405,339,365,391,314,219
ENSG00000052126,285,527,536,614,435,470,390,360
ENSG00000052344,21,14,17,15,1208,1502,1044,1014
ENSG00000052723,417,599,583,591,557,561,473,557
ENSG00000052749,148,218,219,240,723,785,641,530
ENSG00000052795,78,149,168,119,24,28,54,39
ENSG00000052802,2694,3439,3382,3429,2831,3291,2503,3498
ENSG00000052841,250,568,686,702,706,772,459,441
ENSG00000052850,3,6,16,2,0,0,0,1
ENSG00000053108,6,4,19,11,48,53,53,28
ENSG00000053254,85,151,176,164,539,469,460,403
ENSG00000053328,2,1,1,1,0,0,0,0
ENSG00000053371,145,1499,1888,2109,892,1099,723,127
ENSG00000053372,153,281,356,283,495,615,402,406
ENSG00000053438,1572,1889,2268,2297,483,572,366,438
ENSG00000053501,89,98,124,137,77,73,63,45
ENSG00000053524,0,9,5,8,17,10,8,8
ENSG00000053702,3,9,17,23,7,6,4,4
ENSG00000053747,2,0,0,0,1,1,0,0
ENSG00000053770,567,603,803,759,482,450,494,649
ENSG00000053900,163,186,279,242,369,391,263,306
ENSG00000053918,1,0,0,0,5,4,3,2
ENSG00000054116,414,457,586,588,575,662,479,512
ENSG00000054118,1733,2378,2518,2523,2897,3337,2682,2654
ENSG00000054148,945,1112,1291,1223,677,764,512,520
ENSG00000054179,0,0,0,0,5,8,2,2
ENSG00000054219,0,0,0,0,9,25,38,10
ENSG00000054267,362,591,700,692,394,437,324,358
ENSG00000054277,61,83,89,110,49,41,50,54
ENSG00000054282,104,121,148,160,87,92,77,60
ENSG00000054356,17,15,23,33,22,25,4,7
ENSG00000054392,93,152,182,202,5,7,4,3
ENSG00000054523,643,1087,1161,1158,508,484,440,448
ENSG00000054598,7,14,17,12,0,0,0,0
ENSG00000054611,20,49,101,86,82,113,43,41
ENSG00000054654,922,1397,1651,1560,746,663,555,549
ENSG00000054690,24,20,50,46,83,70,60,42
ENSG00000054793,105,210,224,250,60,76,88,43
ENSG00000054796,0,0,0,0,0,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,2,2,1,1,5,3,1,1
ENSG00000054965,132,239,284,343,128,121,91,78
ENSG00000054967,10,15,22,42,20,15,15,5
ENSG00000054983,177,505,581,636,236,259,176,148
ENSG00000055044,561,567,791,762,1297,1254,1049,1191
ENSG00000055070,403,667,726,807,496,486,486,472
ENSG00000055118,5,15,11,19,12,16,12,9
ENSG00000055130,406,701,839,842,906,1044,735,767
ENSG00000055147,184,231,377,297,165,213,125,144
ENSG00000055163,633,1068,1180,1223,616,593,572,530
ENSG00000055208,219,350,343,369,182,139,239,201
ENSG00000055211,210,241,298,327,242,277,174,236
ENSG00000055332,403,495,565,507,684,684,622,686
ENSG00000055483,84,144,173,147,456,553,360,260
ENSG00000055609,289,436,522,479,203,246,195,164
ENSG00000055732,0,0,0,0,12,16,1,10
ENSG00000055813,0,0,0,0,2,0,0,0
ENSG00000055917,151,420,327,425,314,247,226,203
ENSG00000055950,559,641,786,804,949,1184,705,730
ENSG00000055955,1,1,2,3,0,2,1,1
ENSG00000055957,0,0,0,5,0,0,0,0
ENSG00000056050,536,569,768,745,389,393,312,380
ENSG00000056097,889,1710,1676,1712,1367,1385,1120,931
ENSG00000056277,395,638,693,756,346,244,269,239
ENSG00000056291,1,7,2,1,64,78,67,65
ENSG00000056487,59,88,95,136,76,99,38,50
ENSG00000056558,5,4,12,9,7,14,3,2
ENSG00000056586,193,431,508,495,331,306,245,191
ENSG00000056736,12,16,18,22,44,32,23,38
ENSG00000056972,35,46,58,58,173,229,172,188
ENSG00000056998,869,1022,1188,1265,1526,1591,1249,1178
ENSG00000057019,395,682,725,671,349,364,363,381
ENSG00000057149,0,0,0,0,1,2,0,0
ENSG00000057252,193,291,288,302,90,100,68,70
ENSG00000057294,53,117,103,122,122,194,91,88
ENSG00000057468,0,0,0,0,0,0,2,0
ENSG00000057593,1,0,4,3,2,0,1,2
ENSG00000057608,4704,5925,6768,6677,7405,8210,6556,7544
ENSG00000057657,0,0,0,1,0,0,0,0
ENSG00000057663,249,396,418,465,802,898,572,732
ENSG00000057704,39,88,139,109,19,7,13,14
ENSG00000057757,41,75,93,135,141,161,101,66
ENSG00000057935,349,419,520,534,841,888,747,734
ENSG00000058056,129,148,207,192,127,145,148,126
ENSG00000058063,77,168,166,150,55,30,60,52
ENSG00000058085,0,6,12,5,101,83,63,45
ENSG00000058091,117,238,234,303,101,132,146,138
ENSG00000058262,1069,1708,1959,1897,2451,2753,2068,2033
ENSG00000058272,560,748,842,939,939,893,764,790
ENSG00000058335,2,0,1,0,15,3,2,3
ENSG00000058404,4,8,4,8,0,0,0,0
ENSG00000058453,10,32,43,47,35,26,16,4
ENSG00000058600,59,164,245,287,819,854,416,235
ENSG00000058668,364,613,728,746,141,144,180,130
ENSG00000058673,274,758,689,679,550,477,406,236
ENSG00000058729,194,399,424,406,513,604,406,497
ENSG00000058799,272,323,384,386,362,472,339,351
ENSG00000058804,435,1033,1159,1182,1563,1323,1278,1031
ENSG00000058866,4,11,9,15,9,11,5,1
ENSG00000059122,36,46,44,57,14,32,13,19
ENSG00000059145,26,60,64,58,81,100,67,52
ENSG00000059377,5,13,23,25,0,0,2,2
ENSG00000059378,3,0,1,0,17,15,12,12
ENSG00000059573,1388,2037,2239,2317,2214,2536,1974,1792
ENSG00000059588,26,45,63,103,96,74,46,37
ENSG00000059691,228,323,360,401,434,475,288,316
ENSG00000059728,29,97,110,63,14,18,10,4
ENSG00000059758,40,64,97,109,69,62,74,47
ENSG00000059769,16,27,39,23,17,34,26,32
ENSG00000059804,857,1559,1686,1756,7510,5479,7571,7573
ENSG00000059915,1,5,4,10,3,3,1,0
ENSG00000060069,5,4,7,7,21,13,12,11
ENSG00000060138,55,60,70,64,217,175,186,199
ENSG00000060140,0,0,0,0,19,4,7,6
ENSG00000060237,726,1107,1246,1243,790,576,702,763
ENSG00000060303,4,2,10,1,1,0,0,2
ENSG00000060339,673,753,976,1020,1187,1365,1021,1130
ENSG00000060491,11,22,14,22,26,12,7,14
ENSG00000060558,0,0,0,0,3,3,4,0
ENSG00000060566,0,0,0,5,4,1,2,1
ENSG00000060642,156,237,282,298,312,365,223,203
ENSG00000060656,201,336,426,373,333,325,246,199
ENSG00000060688,1406,1694,1862,1804,2300,2625,1911,2080
ENSG00000060709,38,59,80,78,1,1,5,4
ENSG00000060718,534,816,1148,1142,57,62,33,32
ENSG00000060749,255,458,479,453,426,215,428,439
ENSG00000060762,213,277,263,269,96,110,74,100
ENSG00000060971,49,99,184,187,244,276,181,57
ENSG00000060982,1202,4219,4329,4085,6009,5783,5151,4114
ENSG00000061273,88,108,158,99,137,213,124,81
ENSG00000061337,44,65,95,85,166,158,116,81
ENSG00000061455,0,0,0,1,0,0,0,0
ENSG00000061492,1,3,0,1,0,0,2,0
ENSG00000061656,30,45,39,41,19,22,13,20
ENSG00000061676,228,371,373,417,467,420,471,403
ENSG00000061794,576,729,857,791,1156,1495,1018,1326
ENSG00000061918,295,572,643,574,71,58,72,52
ENSG00000061936,76,113,140,232,275,256,187,133
ENSG00000061938,5,13,9,16,13,15,8,8
ENSG00000061987,127,224,280,240,204,161,141,130
ENSG00000062038,27,54,45,63,1941,2445,1732,1596
ENSG00000062096,1,3,3,2,0,1,0,0
ENSG00000062194,965,1631,1703,1661,1504,1787,1323,1426
ENSG00000062282,14,7,17,24,5,9,6,4
ENSG00000062370,28,84,68,115,43,36,35,26
ENSG00000062485,1364,1685,1868,1973,1789,1479,1585,1682
ENSG00000062524,0,0,0,0,1,0,2,0
ENSG00000062582,710,762,883,1002,1085,1317,783,751
ENSG00000062598,378,588,772,702,471,447,406,445
ENSG00000062650,129,239,272,281,259,283,287,242
ENSG00000062716,663,866,924,886,1111,1237,908,1142
ENSG00000062725,123,215,307,327,53,40,54,50
ENSG00000062822,853,1469,1627,1712,1929,2200,1560,1228
ENSG00000063015,0,3,0,3,8,5,7,6
ENSG00000063046,2850,7365,8045,7653,9277,11108,8662,8054
ENSG00000063127,8,7,15,18,2,0,1,1
ENSG00000063169,7,9,10,22,21,10,9,10
ENSG00000063176,63,83,94,89,107,126,95,71
ENSG00000063177,6550,7332,8596,8754,9686,10753,7435,7024
ENSG00000063180,60,143,151,153,182,181,169,119
ENSG00000063241,197,250,261,289,592,654,475,384
ENSG00000063244,29,51,27,56,72,95,56,58
ENSG00000063245,17,22,42,48,38,35,32,15
ENSG00000063322,461,600,662,718,568,635,537,548
ENSG00000063438,0,3,3,0,9,17,5,5
ENSG00000063515,0,0,0,0,0,0,0,1
ENSG00000063587,99,158,193,201,124,102,96,82
ENSG00000063601,31,65,69,68,44,40,35,25
ENSG00000063660,47,117,138,158,63,69,61,46
ENSG00000063761,157,221,187,146,225,232,189,192
ENSG00000063854,105,240,270,284,204,197,146,89
ENSG00000063978,723,968,1106,1118,1436,1755,1269,1285
ENSG00000064012,7,10,23,9,19,18,25,27
ENSG00000064042,90,129,154,155,12,15,6,16
ENSG00000064102,243,351,376,416,973,1004,857,930
ENSG00000064115,86,118,140,166,85,144,79,55
ENSG00000064195,0,1,1,0,0,0,3,2
ENSG00000064199,391,444,587,488,41,95,44,83
ENSG00000064201,0,0,0,1,0,0,0,0
ENSG00000064205,0,0,1,0,0,0,0,0
ENSG00000064218,6,8,13,9,0,0,0,0
ENSG00000064225,87,117,119,112,122,99,72,108
ENSG00000064270,3,5,2,3,16,30,14,14
ENSG00000064300,10,16,25,11,23,24,5,12
ENSG00000064309,442,809,981,1028,99,50,71,79
ENSG00000064313,225,398,424,440,354,268,276,360
ENSG00000064393,653,1037,1173,1094,287,280,263,236
ENSG00000064419,874,1205,1386,1287,1644,1792,1721,1633
ENSG00000064489,0,2,11,0,0,3,1,0
ENSG00000064490,234,351,434,402,225,266,229,131
ENSG00000064545,535,655,706,724,855,1107,707,720
ENSG00000064547,253,239,338,346,533,564,431,410
ENSG00000064601,196,313,348,337,517,582,410,436
ENSG00000064607,118,381,569,679,721,730,506,284
ENSG00000064651,203,279,309,306,90,89,114,174
ENSG00000064652,154,176,212,197,77,100,114,130
ENSG00000064655,7,7,11,4,4,2,0,0
ENSG00000064666,1868,2554,2799,2945,6264,7575,5392,5123
ENSG00000064687,28,68,52,61,136,109,58,47
ENSG00000064692,18,39,61,83,42,67,58,51
ENSG00000064703,247,357,373,391,683,628,557,604
ENSG00000064726,59,96,113,132,91,57,69,89
ENSG00000064763,5,21,12,26,334,348,290,349
ENSG00000064787,4,1,2,0,4,3,1,0
ENSG00000064835,0,0,0,0,0,0,0,0
ENSG00000064886,0,0,0,0,0,0,0,0
ENSG00000064932,2,7,4,8,13,4,9,6
ENSG00000064933,258,482,510,519,1056,934,688,1076
ENSG00000064961,86,112,204,219,230,266,172,118
ENSG00000064989,98,150,182,161,19,3,13,31
ENSG00000064995,284,321,404,375,409,527,373,407
ENSG00000064999,110,177,214,215,274,276,205,167
ENSG00000065000,241,305,305,399,474,565,431,365
ENSG00000065029,57,102,162,233,141,162,109,94
ENSG00000065054,1,1,0,3,0,5,0,1
ENSG00000065057,138,286,380,554,961,1062,656,398
ENSG00000065060,155,350,380,337,367,432,390,312
ENSG00000065135,1957,2729,2991,2934,2038,2251,1639,1978
ENSG00000065150,1470,4741,5445,5486,7221,7520,5967,4148
ENSG00000065154,578,743,841,871,2767,3522,2655,3071
ENSG00000065183,212,390,409,427,1040,1174,965,879
ENSG00000065243,174,317,360,444,251,229,175,165
ENSG00000065268,188,429,850,922,1003,1104,622,324
ENSG00000065308,155,184,274,268,190,155,147,151
ENSG00000065320,1,2,4,1,2,0,0,0
ENSG00000065325,0,0,0,0,0,0,0,0
ENSG00000065328,323,523,659,691,712,828,517,568
ENSG00000065357,59,72,97,75,149,131,118,109
ENSG00000065361,21,54,85,67,522,490,423,309
ENSG00000065371,1,0,0,0,0,0,0,0
ENSG00000065413,22,33,45,19,27,14,12,3
ENSG00000065427,1627,1967,2217,2166,3321,3766,2585,3034
ENSG00000065457,104,198,193,214,199,189,184,165
ENSG00000065485,47,75,68,93,84,82,29,60
ENSG00000065491,76,141,134,157,180,205,177,164
ENSG00000065518,1045,1151,1300,1314,1666,1844,1312,1506
ENSG00000065526,307,463,443,504,230,218,243,180
ENSG00000065534,290,506,547,508,97,103,74,69
ENSG00000065548,573,641,942,817,1061,1304,923,979
ENSG00000065559,128,182,164,199,74,77,77,78
ENSG00000065600,387,452,524,582,398,445,305,360
ENSG00000065609,9,10,12,34,4,3,8,6
ENSG00000065613,143,199,225,224,101,104,119,103
ENSG00000065615,130,167,220,212,238,266,196,238
ENSG00000065618,1,2,4,3,14,18,14,12
ENSG00000065621,13,13,31,29,69,53,67,86
ENSG00000065665,376,458,568,532,363,357,284,340
ENSG00000065675,44,85,75,87,179,192,110,151
ENSG00000065717,0,2,5,0,77,80,45,47
ENSG00000065802,94,143,195,171,176,173,179,149
ENSG00000065809,93,136,127,118,58,49,58,67
ENSG00000065833,5,20,22,17,129,144,83,65
ENSG00000065882,124,208,239,253,242,236,196,201
ENSG00000065883,71,140,167,128,171,136,117,109
ENSG00000065911,844,1105,1143,1174,5112,5297,4070,5006
ENSG00000065923,28,85,49,63,142,132,157,148
ENSG00000065970,71,72,113,85,129,84,80,90
ENSG00000065978,826,1061,1257,1232,1062,1035,974,835
ENSG00000065989,11,16,17,14,63,58,59,41
ENSG00000066027,24,25,21,48,58,61,61,66
ENSG00000066032,626,882,1094,1259,98,113,71,50
ENSG00000066044,108,216,279,287,198,238,146,141
ENSG00000066056,3,1,2,2,9,2,6,2
ENSG00000066084,176,405,513,490,403,399,330,184
ENSG00000066117,246,424,650,804,509,476,396,260
ENSG00000066135,251,649,658,704,850,803,677,513
ENSG00000066136,659,962,986,1024,510,652,425,387
ENSG00000066185,16,20,19,11,4,3,1,6
ENSG00000066230,0,0,0,0,0,1,0,0
ENSG00000066248,5,14,29,27,20,28,16,19
ENSG00000066279,512,754,864,855,438,347,394,461
ENSG00000066294,0,0,0,0,0,0,0,0
ENSG00000066322,99,139,167,130,245,247,217,217
ENSG00000066336,0,0,0,0,0,0,0,0
ENSG00000066379,349,447,516,521,360,442,307,325
ENSG00000066382,32,57,54,66,26,26,14,16
ENSG00000066405,0,2,7,2,0,0,6,0
ENSG00000066422,70,225,203,195,133,138,81,95
ENSG00000066427,212,234,340,284,243,276,219,227
ENSG00000066455,112,248,375,414,544,546,285,255
ENSG00000066468,80,150,165,192,140,124,161,128
ENSG00000066557,348,571,663,569,637,786,577,770
ENSG00000066583,221,358,526,424,788,803,632,647
ENSG00000066629,81,169,232,210,145,135,124,111
ENSG00000066651,359,371,470,414,445,479,328,387
ENSG00000066654,614,756,957,918,1015,971,895,818
ENSG00000066697,127,195,178,216,197,212,139,162
ENSG00000066735,0,1,6,10,24,40,17,15
ENSG00000066739,59,69,142,123,92,107,93,49
ENSG00000066777,76,156,164,154,408,431,408,313
ENSG00000066813,0,0,0,0,0,0,0,1
ENSG00000066827,30,72,84,67,92,103,68,58
ENSG00000066855,42,98,127,93,85,109,74,67
ENSG00000066923,14,21,23,27,46,35,35,5
ENSG00000066926,145,190,186,204,269,245,176,196
ENSG00000066933,119,176,238,223,144,118,130,111
ENSG00000067048,0,0,0,2,0,0,0,0
ENSG00000067057,556,596,728,681,1500,1717,1208,1121
ENSG00000067064,2129,2724,3440,3054,2030,2329,1635,2260
ENSG00000067066,1,1,1,6,0,4,1,2
ENSG00000067082,469,694,672,728,343,385,273,248
ENSG00000067113,13,32,26,20,59,55,56,77
ENSG00000067141,322,491,647,665,160,116,138,171
ENSG00000067167,131,234,346,348,238,213,186,204
ENSG00000067177,8,16,21,23,39,43,17,22
ENSG00000067182,233,329,374,355,319,401,278,280
ENSG00000067191,8,14,19,24,22,36,31,5
ENSG00000067208,75,171,192,165,114,79,83,86
ENSG00000067221,60,101,87,97,69,67,61,50
ENSG00000067225,7028,11624,13373,13339,4625,5421,3669,3040
ENSG00000067248,184,232,309,288,459,549,377,395
ENSG00000067334,573,615,836,702,1257,1397,1016,1174
ENSG00000067365,156,181,255,275,483,566,323,323
ENSG00000067369,1081,1875,2152,1925,1208,1026,998,1020
ENSG00000067445,356,723,829,870,581,613,495,421
ENSG00000067533,145,203,221,197,447,429,371,573
